"id","company_id","type","discount_condition","discount_type","start_date","end_date","image","size_min","size_max","like_count","dislike_count","short_description","time_create","creator_user_id","discount_name","is_archived","fixed_size"
17,18,fast food/pizza,"Авторизируйтесь-зарегестрируйтесь на сайте либо в мобильном приложении. Войдите в раздел ""Для Клиентов"". Активируйте промокод в корзине заказа. Скидка не распространяется на акционные предложения и специальные предложения. Не распространяется на категорию ""Пиццы от Шефа""",PROMOCODE,2026-02-05,,https://andersen-benefits.s3.amazonaws.com/1594915662_1594812026_1593862673_pizza-minsk-dominos-kar6e398c17-cd61-47af-b749-11fad8063591.jpg,25.00,25.00,49,1,APITSA25,,3167,"",false,
1222,1641,GAMES,"Applicable only if are a group of 10 or more, and if you are going for escape and golf both, the promocode can be used only for either of the game.",PROMOCODE,2026-03-26,,https://andersen-benefits.s3.amazonaws.com/Screenshot%202026-03-26%20134425cfc145ad-8ec2-482b-9fad-d26f7fc88746.png,5.00,5.00,0,0,ANDERSENGOLF,2026-03-26 08:16:32.590,2919,"",false,
836,1207,photostudio,скажи промокод при бронюванні студії,PROMOCODE,2025-07-23,2026-03-31,https://andersen-benefits.s3.amazonaws.com/%D0%A1%D0%BD%D0%B8%D0%BC%D0%BE%D0%BA%20%D1%8D%D0%BA%D1%80%D0%B0%D0%BD%D0%B0%202025-07-23%20150037c705ae95-f33e-4197-84d8-b1231e1b63b4.png,30.00,30.00,0,0,компанія Андерсен,2025-07-23 12:08:01.324,46,"",true,
1289,1723,Pilates studio,"To receive a discount, please use the promo code ANDPILSKY. Please note that you can get a 20% discount at the Caspian Plaza branch and a 10% discount at the AFMall branch.",PROMOCODE,2026-05-07,,https://andersen-benefits.s3.amazonaws.com/cropped-image5c5cb655-8c91-4118-a4e0-bf7d76a3a74a.jpeg,10.00,20.00,1,0,ANDPILSKY,2026-05-07 13:46:39.313,5088,"",false,
233,100,Hookah,Покажите купон и скажите что вы из Andersen,PROMOCODE,2025-05-15,,https://andersen-benefits.s3.amazonaws.com/New_Project_1dadda502-830a-4fc3-9b63-2313d5be42f6.png,15.00,15.00,0,0,Andersen 15%,,3167,"",false,
245,110,eyelashes and eyebrows lami,Provide a promocode.,PROMOCODE,2025-05-09,,https://andersen-benefits.s3.amazonaws.com/pexels-dominika-gregu%C5%A1ov%C3%A1-713949f8043801-58d3-4a84-bfd7-48a7a68ad702.jpg,10.00,10.00,0,0,ANDERSENPERKS,,20,"",false,
237,104,travel agent,"Чтобы получить скидку, необходимо сообщить промокод.",PROMOCODE,2025-05-15,,https://andersen-benefits.s3.amazonaws.com/f3ee55a6-2fc7-4cbc-8190-22b50e7ab9be_37da06bc8-a5ce-470f-8814-88248b038c9f.jpg,6.00,6.00,4,0,Andersen,,3167,"",false,
254,119,Застройщик,"Скидка не распространяется на акции. Для того, чтобы получить скидку необходимо сказать, что вы из Andersen
 + при заключении договора предоставить справку с места работы.",PROMOCODE,2025-05-12,,https://andersen-benefits.s3.amazonaws.com/a100-logo12b7e4e5a-c55d-4fcb-a7e9-cfd95f6b0393.png,1.50,1.50,7,0,Andersen,,3167,"",false,
1130,1542,Услуги по уходу за волосами,При записи на процедуру укажите специальный промокод для получения скидки.,PROMOCODE,2026-02-03,,https://andersen-benefits.s3.amazonaws.com/luzan.studiodd6e4244-614b-4702-b1e6-5efe12a6f036.png,10.00,10.00,0,0,Andersen10,2026-02-03 08:45:35.833,3167,"",false,
278,143,"Доставка еды, фудбоксов",Указать промокод при заказе,PROMOCODE,2025-05-15,,https://andersen-benefits.s3.amazonaws.com/1649064827_1647610417_mceclip842c8a4bd-01a7-4960-9c83-631f5d9b5212.jpg,15.00,15.00,2,0,"Промокод 15%:
ANDERSEN",,3167,"",false,
288,153,Гастробар,"При заказе показать купон.
",PROMOCODE,2025-05-20,,https://andersen-benefits.s3.amazonaws.com/441531152_2267004950316577_5912065467680199861_n8008c0c1-f9fd-412b-9df0-e2d3d9d0c935.png,10.00,10.00,2,0,"-10%
Андерсен",,3167,"",false,
655,501,Massage Studio,"1) Go to the website and select the massage from the variety of available options 
2) Сall the massage center or write an email to reserve the visit
3) Mention that you are an employee of AndersenLab and tell the promo code
4) Enjoy your 10% discount!",PROMOCODE,2025-03-24,,https://andersen-benefits.s3.amazonaws.com/1820-smalld0d76f2d-76a6-4ee1-8ac1-30d8b41df867.jpg,10.00,10.00,0,0,Promocode - AndersenLab,2025-03-24 15:52:05.677,15,"",false,
787,1146,Sushi,"The discount will be applied using a promo code, which you can find under the ""get a promocode"" button.",PROMOCODE,2025-06-10,,https://andersen-benefits.s3.amazonaws.com/%D0%A1%D0%BD%D0%B8%D0%BC%D0%BE%D0%BA%20%D1%8D%D0%BA%D1%80%D0%B0%D0%BD%D0%B0%202025-06-10%20%D0%B2%2015.41.12c424eee2-2189-41aa-9d67-23aae5601ca6.png,15.00,15.00,0,0,Andersen15,2025-06-10 13:41:52.899,15,"",false,
717,564,Home Services,By Promo Code,PROMOCODE,2025-04-22,,https://andersen-benefits.s3.amazonaws.com/clean_republic_adjustedb845c67e-3ae8-498e-954c-40cb55f6bb16.jpg,10.00,10.00,1,0,Clean10,2025-04-22 12:20:50.522,15,"",false,
689,535,Massage,Provide a promocode.,PROMOCODE,2025-04-10,,https://andersen-benefits.s3.amazonaws.com/5453928268110625854%20%283%29053f339e-e49d-4967-b738-800a8289e264.jpg,10.00,10.00,0,0,ANDERSENPERKSANANDA,2025-04-09 07:46:03.541,20,"",false,
722,569,кінотеатр,"Знижка 15% на місця в кінотеатрах Планета Кіно🍿

Важлива інформація по використанню кодів:
- знижка розповсюджується на звичайні місця в технологію Cinetech+;
- промокод не поширюється на VIP-місця.

Як скористатись пропозицією:
- Зареєструйся у клубі Планети Кіно;
- Скопіюй промокод;
- Обери квиток;
- Введи номер промокоду на сайті або в додатку (або покажи касиру в мережі кінотеатрів Планети Кіно);
- Отримай знижку.",PROMOCODE,2025-04-28,2025-06-30,https://andersen-benefits.s3.amazonaws.com/images0a4a5b03-bb76-4b06-9723-d0f6623f1bed.png,15.00,15.00,4,0,"ПРОМОКОД(И) ОТРИМАЙ У HR Марина Герасимчук
тімс: Maryna Herasymchuk
телеграм: @Herasymchuk_Marina",2025-04-28 13:14:35.522,46,"",true,
597,442,Online courses,The information on how to use the discount can be found on the coupon.,PROMOCODE,2025-02-09,,https://andersen-benefits.s3.amazonaws.com/ookz1j23xycn6sszn8nb17x20rmd8xtoebe3e61f-e509-4986-bb19-3689691a5dd9.png,10.00,10.00,1,0,Promocode Andersen should be shown at registration!,2025-02-09 16:28:40.359,53,"",false,
289,154,Flower,"При оплате на месте сообщить промокод.
При заказе онлайн - указать промокод на сайте.",PROMOCODE,2025-06-19,,https://andersen-benefits.s3.amazonaws.com/%D0%9B%D0%BE%D0%B3%D0%BE_%D0%B3%D0%BE%D1%80%D0%B8%D0%B7%D0%BE%D0%BD%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B8%CC%86_%D1%82%D0%B5%D0%BC%D0%BD%D1%8B%D0%B8%CC%86_%D1%84%D0%BE%D0%BD_2260f4f95-a7b5-4664-b251-0129148c5a44.png,10.00,10.00,2,0,Andersen 10%,,3167,"",false,
334,182,"Цветочный магазин, доставка",Указать промокод при заказе,PROMOCODE,2024-06-04,,https://andersen-benefits.s3.amazonaws.com/%D0%BB%D0%BE%D0%B3%D0%BE%20%D0%BB%D1%8F%D1%80%D0%BE%D1%83%D0%B7cb2ca249-022d-4eea-adcd-e5048d9dbe22.png,15.00,15.00,2,0,"""Андерсен"" - промокод",,3167,,false,
1221,1640,games,"Applicable only if are a group of 10 or more, and if you are going for escape and golf both, the promocode can be used only for either of the game.",PROMOCODE,2026-03-26,,https://andersen-benefits.s3.amazonaws.com/Screenshot%202026-03-26%20133837ed6f1918-7a90-4205-a4f6-b9c2613cc579.png,5.00,5.00,0,0,ANDERSENESCAPE,2026-03-26 08:13:10.132,2919,"",false,
49,50,Food,Pass providing,PROMOCODE,2025-05-20,,https://andersen-benefits.s3.amazonaws.com/2023-04-2966b0a053-8277-4903-b576-9164deabd3ed.jpg,10.00,10.00,0,0,Andersen,,15,"",false,
608,454,Events,By promocode,PROMOCODE,2025-02-18,,https://andersen-benefits.s3.amazonaws.com/koudra%20%28%D0%B2%D1%8B%D0%B1%D1%80%D0%B0%D0%BD%2950f6a232-01f5-440d-93c4-58583bff3e16.png,7.00,7.00,2,0,Andersen7,2025-02-18 11:58:29.428,15,"",false,
880,1261,Auto selection,"The discount will be applied using a promo code, which you can find under the ""get a promocode"" button.

The fixed fee is 1000 euro regardless of the country of vehicle delivery. However, for Andersen employees, the fee is 800 euro.",PROMOCODE,2025-09-04,,https://andersen-benefits.s3.amazonaws.com/car8ccee4d4-0459-448c-b55c-822ca0e766b0.png,20.00,20.00,0,0,Andersen,2025-09-04 09:53:52.494,15,"",false,
594,439,Pizzeria,"The discount will be applied using a promo code, which you can find under the ""Get a promocode"" button.",PROMOCODE,2025-02-06,,https://andersen-benefits.s3.amazonaws.com/36906353a8be79-0063-4605-8173-afa7e6951506.jpg,15.00,15.00,0,0,Andersen,2025-02-06 12:26:52.317,18,"",false,
372,216,доставка ПП еды,"Использовать промокод при заказе

Стоимость рационов для сотрудников по промокоду от 24 BYN в день с бесплатной доставкой по Минску - домой или в офис! При использовании Промокода стоимость рассчитывается индивидуально в зависимости от рациона.",PROMOCODE,2025-07-01,,https://andersen-benefits.s3.amazonaws.com/Proportsiaa23e2821-c523-45a1-9aec-222e25b2ce75.png,5.00,12.00,2,0,Andersen,,3167,"",false,
1292,1726,Dental services,"To receive 15% off professional oral hygiene, fillings, tooth extractions, and ENLIGHTEN teeth whitening, please provide a promo code.",PROMOCODE,2026-05-12,2026-09-30,https://andersen-benefits.s3.amazonaws.com/cropped-image0f9259b4-e1f7-4c1d-9d6d-e43cd61faab6.jpeg,15.00,15.00,0,0,Workland,2026-05-12 05:51:57.004,20,"",false,
377,221,Доставка правильного питания,При заказе в инстаграмм указать промокод ,PROMOCODE,2024-07-04,,https://andersen-benefits.s3.amazonaws.com/images03adf099-d76d-44f6-af6e-b0f18912b162.png,15.00,15.00,3,0,"Промокод:
Andersen",,3167,"",false,
381,225,психология,При оплате сообщите промокод.,PROMOCODE,2024-07-08,,https://andersen-benefits.s3.amazonaws.com/unnamedbf9c1c29-c584-4552-a0ac-b43ae3458a54.png,10.00,10.00,5,0,"Сообщите, что вы являетесь сотрудником Andersen.",,3167,"",false,
386,230,Бар,Показать купон в заведении для получения скидки.,PROMOCODE,2024-07-01,,https://andersen-benefits.s3.amazonaws.com/viber_image_2024-07-09_14-58-40-89180e0ca81-0239-421b-af0f-80df8f6c7090.jpg,10.00,15.00,0,0,"10-15%
Андерсен",,3167,"",false,
724,572,https://www.linkedin.com/safet,"Discount is available with promo code 
Contact our manager Olena, tel: 0932052125 (telegram)",PROMOCODE,2025-05-05,,https://andersen-benefits.s3.amazonaws.com/%D0%A1%D0%BD%D0%B8%D0%BC%D0%BE%D0%BA%20%D1%8D%D0%BA%D1%80%D0%B0%D0%BD%D0%B0%202025-05-05%20133256c8a5dedf-5558-44b9-a0be-f20ec1e3cd7c.png,5.00,5.00,2,0,Andersen,2025-05-05 10:39:39.558,46,"",false,
455,289,"маникюр, педикюр, подология",Для получения скидки показать купон.,PROMOCODE,2024-09-09,,https://andersen-benefits.s3.amazonaws.com/%D0%9F%D1%8F%D1%82%D0%BA%D0%B8f20b0982-bc23-49e9-8a33-a621a59f7b7e.jpg,10.00,10.00,2,0,"10%",,3167,"",false,
456,290,VR игры и развлечения,При расчёте с администратором сообщите промокод.,PROMOCODE,2024-09-09,,https://andersen-benefits.s3.amazonaws.com/logo-box_83%20%281%297b30cd7b-40d3-4773-af83-915b939996e3.jpg,20.00,20.00,0,0,АНДЕРСЕН,,3167,"",false,
213,80,Book shop,By Promo Code,PROMOCODE,2025-05-22,,https://andersen-benefits.s3.amazonaws.com/68765437ede586e-f63b-4cc3-a3fd-74705dea551a.png,10.00,10.00,4,2,Andersen,,15,"",false,
706,552,Danse School,By Promo Code,PROMOCODE,2025-04-17,,https://andersen-benefits.s3.amazonaws.com/photo_2025-04-17_14-46-36b1603776-7863-471d-a552-f8be1dfd620e.jpg,10.00,10.00,1,0,Menada&Andersen,2025-04-17 12:47:04.519,15,"",false,
774,1133,Автошкола,"Вартість теорії: 700,00 грн 15 занять по 2,5 години (спочатку курс коштував 1000,00 грн)
",PROMOCODE,2025-06-02,,https://andersen-benefits.s3.amazonaws.com/17464491785934538e626-e3e6-410d-9bbc-54c8acf150d3.jpeg,30.00,30.00,0,0,"Сказати, що працюєш в Андерсен",2025-06-02 08:31:03.775,46,"",false,
666,512,flowers,by promo code,PROMOCODE,2025-03-27,,https://andersen-benefits.s3.amazonaws.com/IMG_53028e977f64-c49a-4c99-953d-c247b3641126.PNG,20.00,20.00,1,0,Andersen,2025-03-27 14:53:38.175,15,"",false,
776,1135,Dental clinic,Say a promocode to manager or receprionist,PROMOCODE,2025-06-02,,https://andersen-benefits.s3.amazonaws.com/logo-newf4520632-1825-4531-868c-9eab43cc5796.png,7.00,7.00,0,0,Eurasia \ Евразия,2025-06-02 09:31:56.516,46,"",false,
935,1318,Sushi,By promocode,PROMOCODE,2025-10-09,2025-12-31,https://andersen-benefits.s3.amazonaws.com/%D0%91%D0%B5%D0%B7%20%D0%BD%D0%B0%D0%B7%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F3fa0d204-4acd-4d27-87de-a89931f62a15.jpeg,10.00,10.00,2,0,Andersen,2025-10-09 12:52:05.229,15,"",true,
357,201,Ремонт ноутбуков,При обсуждении ремонта сообщить промокод.,PROMOCODE,2025-06-19,,https://andersen-benefits.s3.amazonaws.com/270668_small1750d6e5-2d47-4ced-8e2e-64937c6e5d6e.jpg,20.00,20.00,2,1,"Сообщите, что вы являетесь сотрудником Andersen.",,3167,"",false,
379,223,Ириски ручной работы,При предъявлении купона,PROMOCODE,2025-09-26,,https://andersen-benefits.s3.amazonaws.com/%D0%A1%D0%BD%D0%B8%D0%BC%D0%BE%D0%BA%20%D1%8D%D0%BA%D1%80%D0%B0%D0%BD%D0%B0%202024-07-04%20170608167b1f79f-48ea-4d1d-901e-bec1ebcd284a.png,5.00,5.00,7,0,"5% от заказа/бесплатная отправка при заказе свыше 50",,3167,"",false,
793,1153,Art studio,"Say or write promocode to the manager via phone or direct. 
-20% for offline masterclass in studio and -15% for other orders ",PROMOCODE,2025-06-12,,https://andersen-benefits.s3.amazonaws.com/17497352116905a2dceb3-ad84-4cdc-805e-9a9995db2296.png,15.00,20.00,0,0,Andersen,2025-06-12 11:23:12.716,46,"",false,
474,307,Кофе и кофейные аксессуары,"При заказе на сайте указать промокод 

10% на всю продукцию",PROMOCODE,2024-08-19,,https://andersen-benefits.s3.amazonaws.com/1677670639_167767055402445d910e7-d743-4086-8845-e09798f3ed8a.png,10.00,10.00,0,0,Andersen,,3167,"",false,
476,309,handmade products,"Скидка на все изделия.
При заказе сообщите промокод.",PROMOCODE,2024-09-16,,https://andersen-benefits.s3.amazonaws.com/%D0%A1%D0%BD%D0%B8%D0%BC%D0%BE%D0%BA%20%D1%8D%D0%BA%D1%80%D0%B0%D0%BD%D0%B0%202024-10-03%20102932d12a5289-a538-49f8-986f-83cd9a13ce5a.png,5.00,5.00,1,0,Andersen,,3167,"",false,
522,355,"Детский отдых (походы, лагеря)",Сообщит промокод при оплате.,PROMOCODE,2024-11-27,,https://andersen-benefits.s3.amazonaws.com/0-02-05-dbf201658753f0b1b86977a2c4c3229ca6d2956573f98e80f7d5d8c81db831c4_2e3dade7a9e9d74c212d8946-bc29-4d13-89c6-4c45f6aaccab.png,5.00,5.00,1,0,Andersen,,3167,"",false,
527,360,Beauty Space,"Скидка на абсолютно все услуги (брови, макияж, прически, ресницы, перманентный макияж и т.д.), а также на сертификаты, обучение и косметику.
Назвать промокод. ",PROMOCODE,2024-11-29,,https://andersen-benefits.s3.amazonaws.com/depositphotos_29484567-stock-illustration-abstract-lady0c9e380f-77ee-4fb6-b72d-d5e81b54739a.jpg,15.00,15.00,2,0,"промокод ANDERSEN

",,3167,"",false,
528,361,Химчистка обуви,"Перед посещением для получения скидки написать в инстаграм, сообщив о своем визите и промокод.",PROMOCODE,2024-12-02,,https://andersen-benefits.s3.amazonaws.com/sneak_fresh_logo_new65387e49-9574-469d-b800-454dfabf1531.png,20.00,20.00,0,0,"Сообщите, что вы являетесь сотрудником Andersen.",,3167,"",false,
529,362,Студия красоты,Сообщить Администратору промокод или показать купон в заведении,PROMOCODE,2024-12-02,,https://andersen-benefits.s3.amazonaws.com/Dopamine%20logo8495dee1-800e-4b11-842e-1ef3f9837cb1.jpg,15.00,15.00,0,0,"-15%
промокод: ANDERSEN",,3167,"",false,
543,378,Сквош-клуб,Показать купон,PROMOCODE,2024-12-18,,https://andersen-benefits.s3.amazonaws.com/imagesba2a345e-589a-4250-806f-36551024e5fe.png,10.00,10.00,1,0,"10%",2024-12-18 11:56:11.481,3167,"",false,
628,474,Bakery,"Please note that the discount only applies to custom cakes

To receive the discount: 
1) message the bakery on their instagram - @garannikova_cake, watsapp or facebook and let them know you want to order a cake/cupcakes 
2) tell them you are an Andersen's employee.
3) click on the “get promo code” button
4) tell the bakery employee the promo code that appears after clicking the button ",PROMOCODE,2025-03-06,,https://andersen-benefits.s3.amazonaws.com/IMG_82719e1da1e2-2d54-4c91-976c-46b8eff730cf.jpg,10.00,10.00,0,0,Andersen Cakes,2025-03-06 16:04:02.385,15,"",false,
495,328,IT courses,by promo code,PROMOCODE,2025-10-08,,https://andersen-benefits.s3.amazonaws.com/image64a254b3-53e7-4427-ae92-107a7231d9b2.png,15.00,15.00,1,0,ALABxRD15,,15,"",false,
837,1208,desserts\sweets,скажи промокод при замовленні,PROMOCODE,2025-07-23,,https://andersen-benefits.s3.amazonaws.com/%D0%A1%D0%BD%D0%B8%D0%BC%D0%BE%D0%BA%20%D1%8D%D0%BA%D1%80%D0%B0%D0%BD%D0%B0%202025-07-23%20152838c3d280a2-c877-4c82-80a1-65851d2d34fd.png,10.00,10.00,0,0,скажи назву компанії - Андерсен,2025-07-23 12:37:14.755,46,"",false,
856,1231,Resin art and masterclasses,"10% off all workshops (offline, Kyiv) and custom-made products 5% off full courses",PROMOCODE,2025-08-11,,https://andersen-benefits.s3.amazonaws.com/Screenshot%20%284%29ff784755-5ef5-45b4-97e9-13aefb00e5a2.png,5.00,10.00,0,0,"andersen10 (сказати, що працюєш в Андерсен)",2025-08-11 10:38:23.802,46,"",false,
860,1235,online psychological service,Discount on all packages for all employees. Use promo code,PROMOCODE,2025-08-13,2025-09-30,https://andersen-benefits.s3.amazonaws.com/175397311893578de513d-20ea-4a9f-adb2-52ba82f08be1.png,20.00,20.00,0,0,ANDERSEN,2025-08-13 11:16:22.932,46,"",true,
908,1289,Tutoring Center,Promo code for a discount: Ideal Andersen,PROMOCODE,2025-09-11,,https://andersen-benefits.s3.amazonaws.com/%D0%97%D0%BD%D1%96%D0%BC%D0%BE%D0%BA%20%D0%B5%D0%BA%D1%80%D0%B0%D0%BD%D0%B0%202025-09-11%20%D0%BE%2020.19.58e662aa21-7765-45dd-bc42-ed072f388788.png,5.00,20.00,0,0,Ideal_Andersen,2025-09-11 17:25:35.818,46,"",false,
553,391,Студия флористики,"При заказе на сайте ввести промокод, при покупке оффлайн сообщить продавцу.",PROMOCODE,2024-12-30,,https://andersen-benefits.s3.amazonaws.com/b4747b63eca117aa9fde506bee805546_fit3ee900fb-b9a7-4375-8525-44a13b3a43dc.png,13.00,13.00,0,0,ANDERSEN,2024-12-30 09:40:16.292,3167,"",false,
972,1362,Магазины разливного пива,При совершении покупки необходимо предъявить подписку на Instagram - https://www.instagram.com/filipokvtb/,SHOW_AT_LOCATION,2025-11-01,,https://andersen-benefits.s3.amazonaws.com/filipokf64fef7d-77eb-44fc-9540-14782978fe98.jpg,5.00,5.00,2,1,Показать подписку на Instagram сети Филипок ,2025-10-28 09:56:02.610,3500,"",false,
819,1184,Restaurant,HOLA ANDERSEN - you have to tell the waiter when ordering.,PROMOCODE,2025-07-01,,https://andersen-benefits.s3.amazonaws.com/448549847_122108363954354183_9007880014124947288_n6fe27282-2a7c-4865-b98f-043d433212ab.jpg,0.00,0.00,1,0,HOLA ANDERSEN - you have to tell the waiter when ordering.,2025-07-01 14:01:54.395,18,"1+1 cocktail any day",true,
545,381,Рыбный онлайн магазин,При заказе указать промокод,PROMOCODE,2024-12-18,,https://andersen-benefits.s3.amazonaws.com/IMG_20241218_182905_202866e2684-a0e1-4ade-a3d7-26a29870912b.jpg,7.00,7.00,3,0,ThursdayAnd,2024-12-18 15:35:52.094,3167,,false,
865,1240,Floristic shop,Say promocode to manager,PROMOCODE,2025-08-19,,https://andersen-benefits.s3.amazonaws.com/share-image8282b688-4499-4f1e-8f13-c57846a7d916.png,10.00,10.00,0,0,AndersenXKviter,2025-08-19 09:50:01.059,46,"",false,
1293,1727,Health Check,Please provide a promo code.,PROMOCODE,2026-05-12,,https://andersen-benefits.s3.amazonaws.com/cropped-image6e983505-81dd-4856-8739-6746a52e7d80.jpeg,0.00,0.00,0,0,Workland,2026-05-12 06:04:51.926,20,Exceptional discounts,false,
817,1182,school,By promo code offer a discount on the group course,PROMOCODE,2025-06-30,,https://andersen-benefits.s3.amazonaws.com/zgoda_adjusted_max5c972e96-87fe-4087-ad6d-561a0742381c.jpg,17.00,17.00,0,0,ANDERSEN,2025-06-30 10:29:39.358,15,"",false,
920,1303,insurance,Discount when you use the promo code,PROMOCODE,2025-09-30,2026-09-29,https://andersen-benefits.s3.amazonaws.com/%D0%97%D0%BD%D1%96%D0%BC%D0%BE%D0%BA%20%D0%B5%D0%BA%D1%80%D0%B0%D0%BD%D0%B0%202025-09-29%20%D0%BE%2012.17.2263aa6233-e850-4f5b-b235-f0f962a814f5.png,5.00,15.00,0,0,ANDERSEN,2025-09-29 09:20:48.700,46,"",false,
851,1226,Online bookstore,"The discount will be applied using a promo code, which you can find under the ""get a promocode"" button.",PROMOCODE,2025-08-05,,https://andersen-benefits.s3.amazonaws.com/Image%20%2844%29d8f39da3-6d94-4609-ab50-d78e22a8f11f0e28b730-aa2f-4f03-939e-79e2024156f6.jpg,15.00,15.00,0,0,ANDERSEN,2025-08-05 15:58:58.784,18,"",false,
605,450,Детские игрушки/подарки,При предъявлении промокода ,PROMOCODE,2025-02-13,,https://andersen-benefits.s3.amazonaws.com/%D0%A1%D0%BD%D0%B8%D0%BC%D0%BE%D0%BA%20%D1%8D%D0%BA%D1%80%D0%B0%D0%BD%D0%B0%202025-02-13%2015431674f591cf-7e25-44fb-8c79-5b8d040d097d.png,15.00,15.00,0,0,ANDERSEN.CHILDREN,2025-02-13 12:45:44.212,3167,"",false,
606,452,Постельное белье,При предъявлении промокода,PROMOCODE,2025-02-13,,https://andersen-benefits.s3.amazonaws.com/ixzef8f8jfprxhtoksbrc3zwp42nnjvk2ec0ceb4-b45e-4280-b413-8a4ff4f83f44.jpg,5.00,5.00,5,0,ADHOME25,2025-02-13 13:53:30.181,3167,"",false,
616,462,Нишевая парфюмерия,"Скидка действует по промокоду! 
7% на объемы от 1 до 2.5 мл 
6% на объемы от 5 до 8 мл
5% на объемы от 10 до 15мл",PROMOCODE,2025-02-27,,https://andersen-benefits.s3.amazonaws.com/taganrog_perfume_boutique_141952609_885498288869922_7320651836602067668_n2aeb784e-b132-4458-8dc2-f9e117428c61.jpg,5.00,7.00,0,0,A-PROMO,2025-02-27 14:13:34.967,3167,"",false,
618,464,"Суши бар, доставка роллов","Получи 10% скидку при заказе от 100 BYN  на весь заказ или 20% при заказе от 500 BYN. 
Укажи промокод в корзине заказа.",PROMOCODE,2025-03-03,,https://andersen-benefits.s3.amazonaws.com/Kansoa20c18e7-a7ca-4758-8808-13a2f387d3ab.jpg,10.00,20.00,1,0,"Промокод: 
KansoAnd10",2025-02-28 07:05:32.155,3167,"",false,
329,179,Bar,by promo code,PROMOCODE,2025-08-29,,https://andersen-benefits.s3.amazonaws.com/%D0%91%D0%B5%D0%B7%20%D0%BD%D0%B0%D0%B7%D0%B2%D0%B0%D0%BD%D0%B8%D1%8Fa3661a05-3cbf-4aa3-867e-5b10065ec1aa.png,10.00,10.00,1,0,Andersen,,15,"",false,
979,1369,Education,"5% знижки - щоб замовити за промокодом, оформи замовлення і з тобою зв'яжеться менеджер. Вкажи йому промокод і буде знижка.",PROMOCODE,2025-10-29,,https://andersen-benefits.s3.amazonaws.com/Screenshot%20%2810%296d776a04-a765-466c-a32c-6b7985300fc3.png,5.00,5.00,0,0,Ideal_Andersen,2025-10-29 11:41:09.499,46,"",false,
619,465,"Суши, роллы, доставка","Скидка по промокоду 15%! 
При заказе от 5 сетов и больше - скидка 20%.
Указать промокод при заказе в корзине или сообщить оператору.",PROMOCODE,2025-02-28,,https://andersen-benefits.s3.amazonaws.com/315678888c5a11399-5dc5-4b5d-a3d9-3d0977298620.png,15.00,20.00,0,0,"Промокод:
АНДЕРСЕН",2025-02-28 08:01:43.835,3167,"",false,
634,480,шоколад ручной работы,Укажите промокод при заказе через инстаграм,PROMOCODE,2025-03-10,,https://andersen-benefits.s3.amazonaws.com/%D0%A1%D0%BD%D0%B8%D0%BC%D0%BE%D0%BA%20%D1%8D%D0%BA%D1%80%D0%B0%D0%BD%D0%B0%202025-03-10%20125437a2a62300-4e60-400b-bd5b-18e48de20d59.png,7.00,7.00,1,0,AndersenBerri,2025-03-10 09:57:58.970,3167,"",false,
1132,1544,Japanese cuisine with delivery,"Use the promo code to get 5% off any menu item, even the reduced price ones.",PROMOCODE,2026-02-03,,https://andersen-benefits.s3.amazonaws.com/Screenshot18be4532-f72e-42ed-a297-52d097175f17.png,5.00,5.00,1,0,PRAVDA5,2026-02-03 13:47:51.838,47,"",false,
629,475,Art Studio,"1) Go to the website - georginasturcz.com
2) Check out the many different types of master classes 
3) Сhoose one of your favorite master classes that is convenient for you in terms of time and date
4) Add a workshop to your cart and go to the cart 
5) Click on the “get promo code” button on the A-benefits portal to see the promo-code
6) Enter the promo-code that appears on the screen of A-benefits portal into the ""coupon code"" section in your cart, the discount will be added automatically
",PROMOCODE,2025-03-07,2025-12-31,https://andersen-benefits.s3.amazonaws.com/IMG_827686cae7ff-2e18-4e07-9238-7cf583c96d04.jpg,10.00,10.00,0,0,AndersenArt10,2025-03-07 08:45:17.266,15,"",true,
971,1361,online store,"To get a discount, click the Go to site button and enter the promo code at checkout.",PROMOCODE,2025-10-27,2025-12-31,https://andersen-benefits.s3.amazonaws.com/Screenshot%202025-10-27%201635137d703b79-645b-4ee2-8bea-932f9a3b9046.png,10.00,10.00,0,0,MHMDY,2025-10-27 14:42:47.006,46,"",true,
970,1360,online store,"To get a discount, click the Go to site button and enter the promo code in the special field in your shopping cart. The order total will be recalculated automatically to include the discount.",PROMOCODE,2025-10-27,2026-02-28,https://andersen-benefits.s3.amazonaws.com/Screenshot%202025-10-27%20160444d084bb1a-606e-4855-aa44-e3ef00e2e222.png,7.00,7.00,0,0,Fonarik7,2025-10-27 14:12:25.499,46,"",true,
1294,1728,Neurotechnology,"🎉 Special Offer by promo code providing!

A package of 3 neurotraining sessions now only 75 EUR (instead of 105 EUR).",PROMOCODE,2026-05-12,2026-12-31,https://andersen-benefits.s3.amazonaws.com/cropped-imagec59e262b-e38f-4e92-924e-89dcb92fdd5f.jpeg,0.00,0.00,0,0,Workland,2026-05-12 06:13:27.131,20,Special offer,false,
